x_center_lon,y_center_lat,x_min_lon,y_min_lat,x_max_lon,y_max_lat,scale
-82.19375, 28.366666666666667, -82.225, 28.31111111111111, -82.1625, 28.42222222222222, 5
-80.41875, 22.655555555555555, -80.45, 22.6, -80.3875, 22.71111111111111, 5
-80.44375, 21.81111111111111, -80.475, 21.755555555555553, -80.4125, 21.866666666666667, 5
-82.58125, 25.1, -82.6125, 25.044444444444444, -82.55, 25.155555555555555, 5
-80.44375, 22.233333333333334, -80.475, 22.177777777777777, -80.4125, 22.288888888888888, 5
-82.89375, 26.366666666666667, -82.925, 26.31111111111111, -82.8625, 26.42222222222222, 5
-80.98125, 24.61111111111111, -81.0125, 24.555555555555557, -80.95, 24.666666666666664, 5
-81.64375, 25.34444444444444, -81.675, 25.288888888888888, -81.6125, 25.4, 5
-81.96875, 25.833333333333336, -82.0, 25.77777777777778, -81.9375, 25.88888888888889, 5
-81.14375, 24.011111111111113, -81.175, 23.955555555555556, -81.1125, 24.066666666666666, 5
-80.43125, 23.055555555555557, -80.4625, 23.0, -80.4, 23.11111111111111, 5
-81.18125, 23.744444444444444, -81.2125, 23.68888888888889, -81.15, 23.799999999999997, 5
-80.45625, 21.922222222222224, -80.4875, 21.866666666666667, -80.425, 21.977777777777778, 5
-80.31875, 23.388888888888886, -80.35, 23.333333333333332, -80.2875, 23.444444444444443, 5
-80.41875, 22.544444444444444, -80.45, 22.488888888888887, -80.3875, 22.6, 5
-83.04375, 26.477777777777774, -83.075, 26.42222222222222, -83.0125, 26.53333333333333, 5
-81.03125, 23.855555555555554, -81.0625, 23.799999999999997, -81.0, 23.91111111111111, 5
-80.45625, 22.12222222222222, -80.4875, 22.066666666666666, -80.425, 22.177777777777777, 5
-80.44375, 22.34444444444444, -80.475, 22.288888888888888, -80.4125, 22.4, 5
-81.28125, 23.455555555555556, -81.3125, 23.4, -81.25, 23.511111111111113, 5
-80.98125, 24.72222222222222, -81.0125, 24.666666666666664, -80.95, 24.77777777777778, 5
-80.40625, 21.388888888888886, -80.4375, 21.333333333333332, -80.375, 21.444444444444443, 5
-79.54375, 22.788888888888888, -79.575, 22.733333333333334, -79.5125, 22.84444444444444, 5
-82.49375, 24.81111111111111, -82.525, 24.755555555555556, -82.4625, 24.866666666666667, 5
-79.53125, 23.433333333333334, -79.5625, 23.37777777777778, -79.5, 23.488888888888887, 5
-79.59375, 22.544444444444444, -79.625, 22.488888888888887, -79.5625, 22.6, 5
-81.16875, 23.9, -81.2, 23.844444444444445, -81.1375, 23.955555555555556, 5
-81.95625, 26.544444444444444, -81.9875, 26.488888888888887, -81.925, 26.6, 5
-80.20625, 24.988888888888887, -80.2375, 24.933333333333334, -80.175, 25.044444444444444, 5
-81.51875, 25.34444444444444, -81.55, 25.288888888888888, -81.4875, 25.4, 5
-80.35625, 23.58888888888889, -80.3875, 23.53333333333333, -80.325, 23.644444444444446, 5
-80.96875, 24.833333333333336, -81.0, 24.77777777777778, -80.9375, 24.88888888888889, 5
-79.73125, 22.322222222222223, -79.7625, 22.266666666666666, -79.7, 22.37777777777778, 5
-79.98125, 24.78888888888889, -80.0125, 24.733333333333334, -79.95, 24.844444444444445, 5
-81.03125, 23.744444444444444, -81.0625, 23.68888888888889, -81.0, 23.799999999999997, 5
-81.58125, 25.255555555555553, -81.6125, 25.2, -81.55, 25.31111111111111, 5
-81.24375, 23.7, -81.275, 23.644444444444446, -81.2125, 23.755555555555553, 5
-80.96875, 24.944444444444443, -81.0, 24.88888888888889, -80.9375, 25.0, 5
-79.59375, 22.34444444444444, -79.625, 22.288888888888888, -79.5625, 22.4, 5
-83.01875, 26.366666666666667, -83.05, 26.31111111111111, -82.9875, 26.42222222222222, 5
-81.16875, 24.366666666666667, -81.2, 24.31111111111111, -81.1375, 24.42222222222222, 5
-81.14375, 24.87777777777778, -81.175, 24.822222222222223, -81.1125, 24.933333333333334, 5
-79.53125, 22.922222222222224, -79.5625, 22.866666666666667, -79.5, 22.977777777777778, 5
-82.06875, 22.233333333333334, -82.1, 22.177777777777777, -82.0375, 22.288888888888888, 5
-80.96875, 24.077777777777776, -81.0, 24.022222222222222, -80.9375, 24.133333333333333, 5
-80.45625, 23.166666666666664, -80.4875, 23.11111111111111, -80.425, 23.22222222222222, 5
-83.08125, 26.58888888888889, -83.1125, 26.53333333333333, -83.05, 26.644444444444446, 5
-81.08125, 25.166666666666664, -81.1125, 25.11111111111111, -81.05, 25.22222222222222, 5
-80.95625, 24.18888888888889, -80.9875, 24.133333333333333, -80.925, 24.244444444444444, 5
-80.94375, 24.388888888888886, -80.975, 24.333333333333332, -80.9125, 24.444444444444443, 5
-80.96875, 23.96666666666667, -81.0, 23.91111111111111, -80.9375, 24.022222222222222, 5
-80.96875, 25.055555555555557, -81.0, 25.0, -80.9375, 25.11111111111111, 5
-79.53125, 24.766666666666666, -79.5625, 24.711111111111112, -79.5, 24.822222222222223, 5
-79.64375, 23.744444444444444, -79.675, 23.68888888888889, -79.6125, 23.799999999999997, 5
-81.60625, 25.144444444444446, -81.6375, 25.08888888888889, -81.575, 25.2, 5
-81.70625, 25.27777777777778, -81.7375, 25.22222222222222, -81.675, 25.333333333333332, 5
-79.69375, 22.011111111111113, -79.725, 21.955555555555556, -79.6625, 22.066666666666666, 5
-81.01875, 23.633333333333333, -81.05, 23.577777777777776, -80.9875, 23.68888888888889, 5
-80.93125, 24.5, -80.9625, 24.444444444444443, -80.9, 24.555555555555557, 5
-81.29375, 23.58888888888889, -81.325, 23.53333333333333, -81.2625, 23.644444444444446, 5
-79.61875, 21.788888888888888, -79.65, 21.733333333333334, -79.5875, 21.84444444444444, 5
-81.18125, 24.255555555555553, -81.2125, 24.2, -81.15, 24.31111111111111, 5
-79.79375, 24.700000000000003, -79.825, 24.644444444444446, -79.7625, 24.755555555555556, 5
-81.46875, 22.81111111111111, -81.5, 22.755555555555553, -81.4375, 22.866666666666667, 5
-80.48125, 21.477777777777778, -80.5125, 21.422222222222224, -80.45, 21.53333333333333, 5
-80.96875, 23.855555555555554, -81.0, 23.799999999999997, -80.9375, 23.91111111111111, 5
-80.98125, 25.166666666666664, -81.0125, 25.11111111111111, -80.95, 25.22222222222222, 5
-79.73125, 24.72222222222222, -79.7625, 24.666666666666664, -79.7, 24.77777777777778, 5
-79.70625, 23.766666666666666, -79.7375, 23.71111111111111, -79.675, 23.822222222222223, 5
-79.58125, 23.766666666666666, -79.6125, 23.71111111111111, -79.55, 23.822222222222223, 5
-81.60625, 25.03333333333333, -81.6375, 24.977777777777778, -81.575, 25.08888888888889, 5
-81.66875, 25.166666666666664, -81.7, 25.11111111111111, -81.6375, 25.22222222222222, 5
-81.10625, 24.299999999999997, -81.1375, 24.244444444444444, -81.075, 24.355555555555554, 5
-79.85625, 24.65555555555556, -79.8875, 24.6, -79.825, 24.711111111111112, 5
-80.51875, 23.388888888888886, -80.55, 23.333333333333332, -80.4875, 23.444444444444443, 5
-79.59375, 24.766666666666666, -79.625, 24.711111111111112, -79.5625, 24.822222222222223, 5
-79.66875, 22.96666666666667, -79.7, 22.91111111111111, -79.6375, 23.022222222222222, 5
-79.65625, 24.744444444444447, -79.6875, 24.68888888888889, -79.625, 24.8, 5
-81.51875, 25.233333333333334, -81.55, 25.177777777777777, -81.4875, 25.288888888888888, 5
-81.39375, 23.27777777777778, -81.425, 23.22222222222222, -81.3625, 23.333333333333332, 5
-81.00625, 24.41111111111111, -81.0375, 24.355555555555554, -80.975, 24.46666666666667, 5
-80.91875, 24.61111111111111, -80.95, 24.555555555555557, -80.8875, 24.666666666666664, 5
-80.49375, 23.27777777777778, -80.525, 23.22222222222222, -80.4625, 23.333333333333332, 5
-80.96875, 23.744444444444444, -81.0, 23.68888888888889, -80.9375, 23.799999999999997, 5
-80.99375, 25.27777777777778, -81.025, 25.22222222222222, -80.9625, 25.333333333333332, 5
-81.23125, 23.944444444444443, -81.2625, 23.88888888888889, -81.2, 24.0, 5
-80.39375, 23.7, -80.425, 23.644444444444446, -80.3625, 23.755555555555553, 5
-80.91875, 24.72222222222222, -80.95, 24.666666666666664, -80.8875, 24.77777777777778, 5
-80.45625, 22.455555555555556, -80.4875, 22.4, -80.425, 22.511111111111113, 5
-79.76875, 23.78888888888889, -79.8, 23.733333333333334, -79.7375, 23.844444444444445, 5
-81.01875, 23.522222222222222, -81.05, 23.46666666666667, -80.9875, 23.577777777777776, 5
-80.49375, 21.58888888888889, -80.525, 21.53333333333333, -80.4625, 21.644444444444446, 5
-82.93125, 25.944444444444443, -82.9625, 25.88888888888889, -82.9, 26.0, 5
-82.31875, 24.21111111111111, -82.35, 24.155555555555555, -82.2875, 24.266666666666666, 5
-81.15625, 24.477777777777774, -81.1875, 24.42222222222222, -81.125, 24.53333333333333, 5
-80.46875, 22.766666666666666, -80.5, 22.71111111111111, -80.4375, 22.822222222222223, 5
-80.46875, 22.922222222222224, -80.5, 22.866666666666667, -80.4375, 22.977777777777778, 5
-79.83125, 23.855555555555554, -79.8625, 23.799999999999997, -79.8, 23.91111111111111, 5
-81.18125, 24.144444444444446, -81.2125, 24.08888888888889, -81.15, 24.2, 5
-81.13125, 24.766666666666666, -81.1625, 24.711111111111112, -81.1, 24.822222222222223, 5
-79.53125, 25.03333333333333, -79.5625, 24.977777777777778, -79.5, 25.08888888888889, 5
-80.14375, 24.922222222222224, -80.175, 24.866666666666667, -80.1125, 24.977777777777778, 5
-81.36875, 26.833333333333336, -81.4, 26.77777777777778, -81.3375, 26.88888888888889, 5
-81.28125, 25.72222222222222, -81.3125, 25.666666666666664, -81.25, 25.77777777777778, 5
-82.31875, 22.144444444444446, -82.35, 22.08888888888889, -82.2875, 22.2, 5
-80.48125, 22.566666666666666, -80.5125, 22.511111111111113, -80.45, 22.62222222222222, 5
-81.78125, 28.255555555555553, -81.8125, 28.2, -81.75, 28.31111111111111, 5
-80.31875, 23.5, -80.35, 23.444444444444443, -80.2875, 23.555555555555557, 5
-79.88125, 22.18888888888889, -79.9125, 22.133333333333333, -79.85, 22.244444444444444, 5
-79.69375, 22.166666666666664, -79.725, 22.11111111111111, -79.6625, 22.22222222222222, 5
-79.91875, 24.61111111111111, -79.95, 24.555555555555557, -79.8875, 24.666666666666664, 5
-79.90625, 22.366666666666667, -79.9375, 22.31111111111111, -79.875, 22.422222222222224, 5
-80.50625, 21.81111111111111, -80.5375, 21.755555555555553, -80.475, 21.866666666666667, 5
-80.44375, 23.477777777777778, -80.475, 23.422222222222224, -80.4125, 23.53333333333333, 5
-81.33125, 23.322222222222223, -81.3625, 23.266666666666666, -81.3, 23.37777777777778, 5
-80.50625, 21.7, -80.5375, 21.644444444444446, -80.475, 21.755555555555553, 5
-83.10625, 26.477777777777774, -83.1375, 26.42222222222222, -83.075, 26.53333333333333, 5
-80.53125, 23.5, -80.5625, 23.444444444444443, -80.5, 23.555555555555557, 5
-81.24375, 23.81111111111111, -81.275, 23.755555555555553, -81.2125, 23.866666666666667, 5
-81.00625, 25.388888888888886, -81.0375, 25.333333333333332, -80.975, 25.444444444444443, 5
-80.46875, 22.011111111111113, -80.5, 21.955555555555556, -80.4375, 22.066666666666666, 5
-81.08125, 25.677777777777777, -81.1125, 25.62222222222222, -81.05, 25.733333333333334, 5
-81.01875, 23.41111111111111, -81.05, 23.355555555555554, -80.9875, 23.46666666666667, 5
-80.95625, 23.633333333333333, -80.9875, 23.577777777777776, -80.925, 23.68888888888889, 5
-80.90625, 24.833333333333336, -80.9375, 24.77777777777778, -80.875, 24.88888888888889, 5
-81.11875, 24.1, -81.15, 24.044444444444444, -81.0875, 24.155555555555555, 5
-82.49375, 27.87777777777778, -82.525, 27.822222222222223, -82.4625, 27.933333333333334, 5
-80.49375, 23.055555555555557, -80.525, 23.0, -80.4625, 23.11111111111111, 5
-80.50625, 22.27777777777778, -80.5375, 22.22222222222222, -80.475, 22.333333333333332, 5
-82.93125, 26.255555555555553, -82.9625, 26.2, -82.9, 26.31111111111111, 5
-80.90625, 24.077777777777776, -80.9375, 24.022222222222222, -80.875, 24.133333333333333, 5
-80.89375, 24.27777777777778, -80.925, 24.22222222222222, -80.8625, 24.333333333333332, 5
-79.56875, 22.011111111111113, -79.6, 21.955555555555556, -79.5375, 22.066666666666666, 5
-81.38125, 26.944444444444443, -81.4125, 26.88888888888889, -81.35, 27.0, 5
-79.89375, 23.9, -79.925, 23.844444444444445, -79.8625, 23.955555555555556, 5
-79.79375, 22.322222222222223, -79.825, 22.266666666666666, -79.7625, 22.37777777777778, 5
-81.35625, 26.72222222222222, -81.3875, 26.666666666666664, -81.325, 26.77777777777778, 5
-82.33125, 24.322222222222223, -82.3625, 24.266666666666666, -82.3, 24.377777777777776, 5
-81.48125, 26.744444444444447, -81.5125, 26.68888888888889, -81.45, 26.8, 5
-79.73125, 22.433333333333334, -79.7625, 22.37777777777778, -79.7, 22.488888888888887, 5
-83.05625, 26.700000000000003, -83.0875, 26.644444444444446, -83.025, 26.755555555555556, 5
-81.10625, 25.78888888888889, -81.1375, 25.733333333333334, -81.075, 25.844444444444445, 5
-79.55625, 25.633333333333333, -79.5875, 25.577777777777776, -79.525, 25.68888888888889, 5
-80.88125, 24.388888888888886, -80.9125, 24.333333333333332, -80.85, 24.444444444444443, 5
-79.73125, 23.58888888888889, -79.7625, 23.53333333333333, -79.7, 23.644444444444446, 5
-79.98125, 24.566666666666666, -80.0125, 24.511111111111113, -79.95, 24.62222222222222, 5
-80.90625, 24.944444444444443, -80.9375, 24.88888888888889, -80.875, 25.0, 5
-82.88125, 25.744444444444447, -82.9125, 25.68888888888889, -82.85, 25.8, 5
-82.80625, 25.455555555555556, -82.8375, 25.4, -82.775, 25.511111111111113, 5
-80.53125, 23.61111111111111, -80.5625, 23.555555555555557, -80.5, 23.666666666666664, 5
-80.51875, 22.12222222222222, -80.55, 22.066666666666666, -80.4875, 22.177777777777777, 5
-80.51875, 23.166666666666664, -80.55, 23.11111111111111, -80.4875, 23.22222222222222, 5
-81.16875, 26.077777777777776, -81.2, 26.022222222222222, -81.1375, 26.133333333333333, 5
-81.01875, 25.5, -81.05, 25.444444444444443, -80.9875, 25.555555555555557, 5
-79.63125, 22.1, -79.6625, 22.044444444444444, -79.6, 22.155555555555555, 5
-82.33125, 24.43333333333333, -82.3625, 24.377777777777776, -82.3, 24.488888888888887, 5
-79.70625, 24.96666666666667, -79.7375, 24.91111111111111, -79.675, 25.022222222222222, 5
-79.71875, 22.544444444444444, -79.75, 22.488888888888887, -79.6875, 22.6, 5
-81.45625, 22.7, -81.4875, 22.644444444444446, -81.425, 22.755555555555553, 5
-80.13125, 24.633333333333333, -80.1625, 24.577777777777776, -80.1, 24.68888888888889, 5
-80.90625, 23.96666666666667, -80.9375, 23.91111111111111, -80.875, 24.022222222222222, 5
-81.14375, 25.96666666666667, -81.175, 25.91111111111111, -81.1125, 26.022222222222222, 5
-79.79375, 23.61111111111111, -79.825, 23.555555555555557, -79.7625, 23.666666666666664, 5
-80.95625, 23.522222222222222, -80.9875, 23.46666666666667, -80.925, 23.577777777777776, 5
-80.25625, 23.388888888888886, -80.2875, 23.333333333333332, -80.225, 23.444444444444443, 5
-81.29375, 26.566666666666666, -81.325, 26.511111111111113, -81.2625, 26.62222222222222, 5
-79.95625, 23.96666666666667, -79.9875, 23.91111111111111, -79.925, 24.022222222222222, 5
-79.83125, 24.988888888888887, -79.8625, 24.933333333333334, -79.8, 25.044444444444444, 5
-81.03125, 23.299999999999997, -81.0625, 23.244444444444444, -81.0, 23.355555555555554, 5
-82.59375, 24.988888888888887, -82.625, 24.933333333333334, -82.5625, 25.044444444444444, 5
-79.66875, 21.9, -79.7, 21.84444444444444, -79.6375, 21.955555555555556, 5
-80.05625, 24.566666666666666, -80.0875, 24.511111111111113, -80.025, 24.62222222222222, 5
-82.48125, 24.922222222222224, -82.5125, 24.866666666666667, -82.45, 24.977777777777778, 5
-79.70625, 22.655555555555555, -79.7375, 22.6, -79.675, 22.71111111111111, 5
-80.51875, 23.72222222222222, -80.55, 23.666666666666664, -80.4875, 23.77777777777778, 5
-81.26875, 25.922222222222224, -81.3, 25.866666666666667, -81.2375, 25.977777777777778, 5
-81.18125, 26.18888888888889, -81.2125, 26.133333333333333, -81.15, 26.244444444444444, 5
-79.84375, 22.433333333333334, -79.875, 22.37777777777778, -79.8125, 22.488888888888887, 5
-80.51875, 21.922222222222224, -80.55, 21.866666666666667, -80.4875, 21.977777777777778, 5
-80.90625, 23.855555555555554, -80.9375, 23.799999999999997, -80.875, 23.91111111111111, 5
-80.51875, 22.388888888888886, -80.55, 22.333333333333332, -80.4875, 22.444444444444443, 5
-81.31875, 26.166666666666664, -81.35, 26.11111111111111, -81.2875, 26.22222222222222, 5
-80.91875, 25.166666666666664, -80.95, 25.11111111111111, -80.8875, 25.22222222222222, 5
-80.90625, 25.055555555555557, -80.9375, 25.0, -80.875, 25.11111111111111, 5
-81.54375, 25.12222222222222, -81.575, 25.066666666666666, -81.5125, 25.177777777777777, 5
-80.38125, 23.255555555555553, -80.4125, 23.2, -80.35, 23.31111111111111, 5
-81.04375, 23.18888888888889, -81.075, 23.133333333333333, -81.0125, 23.244444444444444, 5
-82.46875, 22.077777777777776, -82.5, 22.022222222222222, -82.4375, 22.133333333333333, 5
-79.63125, 23.166666666666664, -79.6625, 23.11111111111111, -79.6, 23.22222222222222, 5
-80.46875, 21.388888888888886, -80.5, 21.333333333333332, -80.4375, 21.444444444444443, 5
-79.60625, 22.455555555555556, -79.6375, 22.4, -79.575, 22.511111111111113, 5
-79.64375, 23.855555555555554, -79.675, 23.799999999999997, -79.6125, 23.91111111111111, 5
-81.01875, 25.61111111111111, -81.05, 25.555555555555557, -80.9875, 25.666666666666664, 5
-80.86875, 24.5, -80.9, 24.444444444444443, -80.8375, 24.555555555555557, 5
-79.66875, 23.633333333333333, -79.7, 23.577777777777776, -79.6375, 23.68888888888889, 5
-81.34375, 23.5, -81.375, 23.444444444444443, -81.3125, 23.555555555555557, 5
-83.91875, 29.255555555555553, -83.95, 29.2, -83.8875, 29.31111111111111, 5
-81.25625, 26.455555555555556, -81.2875, 26.4, -81.225, 26.511111111111113, 5
-81.29375, 26.677777777777777, -81.325, 26.62222222222222, -81.2625, 26.733333333333334, 5
-80.95625, 23.41111111111111, -80.9875, 23.355555555555554, -80.925, 23.46666666666667, 5
-81.21875, 26.322222222222223, -81.25, 26.266666666666666, -81.1875, 26.377777777777776, 5
-81.20625, 24.87777777777778, -81.2375, 24.822222222222223, -81.175, 24.933333333333334, 5
-79.76875, 24.944444444444443, -79.8, 24.88888888888889, -79.7375, 25.0, 5
-80.93125, 25.27777777777778, -80.9625, 25.22222222222222, -80.9, 25.333333333333332, 5
-80.90625, 23.744444444444444, -80.9375, 23.68888888888889, -80.875, 23.799999999999997, 5
-79.61875, 25.677777777777777, -79.65, 25.62222222222222, -79.5875, 25.733333333333334, 5
-81.38125, 27.055555555555557, -81.4125, 27.0, -81.35, 27.11111111111111, 5
-80.19375, 24.700000000000003, -80.225, 24.644444444444446, -80.1625, 24.755555555555556, 5
-81.08125, 25.9, -81.1125, 25.844444444444445, -81.05, 25.955555555555556, 5
-80.31875, 23.27777777777778, -80.35, 23.22222222222222, -80.2875, 23.333333333333332, 5
-81.23125, 23.58888888888889, -81.2625, 23.53333333333333, -81.2, 23.644444444444446, 5
-81.66875, 25.055555555555557, -81.7, 25.0, -81.6375, 25.11111111111111, 5
-79.85625, 23.633333333333333, -79.8875, 23.577777777777776, -79.825, 23.68888888888889, 5
-80.24375, 25.1, -80.275, 25.044444444444444, -80.2125, 25.155555555555555, 5
-81.24375, 24.055555555555557, -81.275, 24.0, -81.2125, 24.11111111111111, 5
-79.64375, 24.96666666666667, -79.675, 24.91111111111111, -79.6125, 25.022222222222222, 5
-80.15625, 24.12222222222222, -80.1875, 24.066666666666666, -80.125, 24.177777777777777, 5
-80.96875, 23.299999999999997, -81.0, 23.244444444444444, -80.9375, 23.355555555555554, 5
-83.63125, 28.81111111111111, -83.6625, 28.755555555555556, -83.6, 28.866666666666667, 5
-79.96875, 22.366666666666667, -80.0, 22.31111111111111, -79.9375, 22.422222222222224, 5
-82.59375, 25.21111111111111, -82.625, 25.155555555555555, -82.5625, 25.266666666666666, 5
-82.16875, 22.322222222222223, -82.2, 22.266666666666666, -82.1375, 22.37777777777778, 5
-81.06875, 24.81111111111111, -81.1, 24.755555555555556, -81.0375, 24.866666666666667, 5
-80.55625, 23.27777777777778, -80.5875, 23.22222222222222, -80.525, 23.333333333333332, 5
-81.18125, 25.566666666666666, -81.2125, 25.511111111111113, -81.15, 25.62222222222222, 5
-81.06875, 23.077777777777776, -81.1, 23.022222222222222, -81.0375, 23.133333333333333, 5
-81.74375, 23.055555555555557, -81.775, 23.0, -81.7125, 23.11111111111111, 5
-79.94375, 22.255555555555553, -79.975, 22.2, -79.9125, 22.31111111111111, 5
-80.08125, 24.922222222222224, -80.1125, 24.866666666666667, -80.05, 24.977777777777778, 5
-79.53125, 24.65555555555556, -79.5625, 24.6, -79.5, 24.711111111111112, 5
-80.54375, 21.477777777777778, -80.575, 21.422222222222224, -80.5125, 21.53333333333333, 5
-80.85625, 24.61111111111111, -80.8875, 24.555555555555557, -80.825, 24.666666666666664, 5
-81.30625, 26.833333333333336, -81.3375, 26.77777777777778, -81.275, 26.88888888888889, 5
-81.06875, 24.944444444444443, -81.1, 24.88888888888889, -81.0375, 25.0, 5
-80.94375, 25.388888888888886, -80.975, 25.333333333333332, -80.9125, 25.444444444444443, 5
-80.40625, 22.72222222222222, -80.4375, 22.666666666666664, -80.375, 22.77777777777778, 5
-80.01875, 24.011111111111113, -80.05, 23.955555555555556, -79.9875, 24.066666666666666, 5
-79.76875, 23.9, -79.8, 23.844444444444445, -79.7375, 23.955555555555556, 5
-80.14375, 25.03333333333333, -80.175, 24.977777777777778, -80.1125, 25.08888888888889, 5
-79.53125, 23.833333333333336, -79.5625, 23.77777777777778, -79.5, 23.88888888888889, 5
-80.53125, 22.944444444444443, -80.5625, 22.88888888888889, -80.5, 23.0, 5
-79.83125, 23.744444444444444, -79.8625, 23.68888888888889, -79.8, 23.799999999999997, 5
-81.04375, 25.78888888888889, -81.075, 25.733333333333334, -81.0125, 25.844444444444445, 5
-81.09375, 22.96666666666667, -81.125, 22.91111111111111, -81.0625, 23.022222222222222, 5
-83.84375, 29.18888888888889, -83.875, 29.133333333333333, -83.8125, 29.244444444444444, 5
-79.86875, 25.1, -79.9, 25.044444444444444, -79.8375, 25.155555555555555, 5
-80.09375, 24.077777777777776, -80.125, 24.022222222222222, -80.0625, 24.133333333333333, 5
-79.53125, 21.58888888888889, -79.5625, 21.53333333333333, -79.5, 21.644444444444446, 5
-80.85625, 24.72222222222222, -80.8875, 24.666666666666664, -80.825, 24.77777777777778, 5
-81.30625, 23.7, -81.3375, 23.644444444444446, -81.275, 23.755555555555553, 5
-79.64375, 22.61111111111111, -79.675, 22.555555555555557, -79.6125, 22.666666666666664, 5
-79.79375, 24.58888888888889, -79.825, 24.53333333333333, -79.7625, 24.644444444444446, 5
-82.89375, 27.299999999999997, -82.925, 27.244444444444444, -82.8625, 27.355555555555554, 5
-80.53125, 22.833333333333336, -80.5625, 22.77777777777778, -80.5, 22.88888888888889, 5
-80.24375, 24.81111111111111, -80.275, 24.755555555555556, -80.2125, 24.866666666666667, 5
-82.44375, 24.41111111111111, -82.475, 24.355555555555554, -82.4125, 24.46666666666667, 5
